"","name","id","align","eye","hair","sex","gsm","alive","appearances","year"
"13347","timothy chambers (earth-616)","public identity","neutral characters","","white hair","male characters","heterosexual characters","deceased characters",1,"1993"
"13348","triplex (earth-616)","","bad characters","","","","heterosexual characters","living characters",1,"1993"
"13349","tristram oberbeck (earth-616)","","","","no hair","male characters","heterosexual characters","living characters",1,"1993"
"13350","uchio tanaka (earth-616)","secret identity","neutral characters","black eyes","bald","","heterosexual characters","living characters",1,"1993"
"13351","victor pei (earth-616)","public identity","","","","male characters","heterosexual characters","living characters",1,"1993"
"13352","wadlow (earth-616)","secret identity","neutral characters","","","male characters","heterosexual characters","living characters",1,"1993"
"13353","wanderer (government agent) (earth-616)","secret identity","bad characters","brown eyes","black hair","male characters","heterosexual characters","living characters",1,"1993"
"13354","wandor (earth-616)","","bad characters","","","","heterosexual characters","living characters",1,"1993"
"13355","weapon y (earth-616)","secret identity","bad characters","","blond hair","male characters","heterosexual characters","living characters",1,"1993"
"13356","whisperer (demon) (earth-616)","secret identity","bad characters","green eyes","no hair","","heterosexual characters","living characters",1,"1993"
"13357","wilhelm schultz (earth-616)","no dual identity","bad characters","","white hair","male characters","heterosexual characters","deceased characters",1,"1993"
"13358","william williams (earth-616)","","","","black hair","male characters","heterosexual characters","living characters",1,"1993"
"13359","wire (earth-616)","secret identity","good characters","red eyes","white hair","male characters","heterosexual characters","living characters",1,"1993"
"13360","wish-demon (earth-616)","secret identity","bad characters","yellow eyes","black hair","","heterosexual characters","living characters",1,"1993"
"13361","xiomara (earth-616)","no dual identity","neutral characters","","red hair","female characters","heterosexual characters","living characters",1,"1993"
"13362","zath (earth-616)","","bad characters","","","","heterosexual characters","living characters",1,"1993"
"13363","107 (earth-616)","secret identity","neutral characters","green eyes","","male characters","heterosexual characters","living characters",1,"1994"
"13364","14 (earth-616)","secret identity","bad characters","","","female characters","heterosexual characters","living characters",1,"1994"
"13365","99 (earth-616)","secret identity","neutral characters","blue eyes","","male characters","heterosexual characters","living characters",1,"1994"
"13366","alan desmond (earth-616)","","","brown eyes","brown hair","male characters","heterosexual characters","living characters",1,"1994"
"13367","amelia voelker (earth-616)","no dual identity","neutral characters","brown eyes","brown hair","female characters","heterosexual characters","living characters",1,"1994"
"13368","ampere (circle of pavane) (earth-616)","secret identity","bad characters","brown eyes","brown hair","male characters","heterosexual characters","living characters",1,"1994"
"13369","amy conklin (earth-616)","","good characters","","","female characters","heterosexual characters","living characters",1,"1994"
"13370","anabolicus (earth-616)","secret identity","neutral characters","","black hair","male characters","heterosexual characters","living characters",1,"1994"
"13371","arc (hellbent) (earth-616)","","","","grey hair","male characters","heterosexual characters","living characters",1,"1994"
"13372","armada (android) (earth-616)","","","","","","heterosexual characters","living characters",1,"1994"
"13373","attumacht (earth-616)","","bad characters","","black hair","male characters","heterosexual characters","living characters",1,"1994"
"13374","barrett gage (earth-616)","","bad characters","","red hair","male characters","heterosexual characters","living characters",1,"1994"
"13375","bass (hellbent) (earth-616)","","","","","male characters","heterosexual characters","living characters",1,"1994"
"13376","battlescar (earth-616)","","bad characters","","black hair","male characters","heterosexual characters","living characters",1,"1994"
"13377","beatrice conners (earth-616)","no dual identity","","blue eyes","grey hair","female characters","heterosexual characters","living characters",1,"1994"
"13378","belle (hellbent) (earth-616)","","","","black hair","female characters","heterosexual characters","living characters",1,"1994"
"13379","benazir kaur (earth-616)","","bad characters","blue eyes","black hair","female characters","heterosexual characters","living characters",1,"1994"
"13380","bond (earth-616)","secret identity","bad characters","","black hair","male characters","heterosexual characters","living characters",1,"1994"
"13381","borgeddon (earth-616)","public identity","bad characters","red eyes","bald","","heterosexual characters","living characters",1,"1994"
"13382","brawler (children of pavane) (earth-616)","secret identity","bad characters","","black hair","male characters","heterosexual characters","living characters",1,"1994"
"13383","brick (phalanx) (earth-616)","","","","","","heterosexual characters","living characters",1,"1994"
"13384","carl kerridge (earth-616)","","bad characters","","white hair","male characters","heterosexual characters","living characters",1,"1994"
"13385","carl washington (earth-616)","","bad characters","","black hair","male characters","heterosexual characters","deceased characters",1,"1994"
"13386","carmenio (earth-616)","public identity","bad characters","brown eyes","black hair","male characters","heterosexual characters","living characters",1,"1994"
"13387","catherine deshayes (earth-616)","","","","","female characters","heterosexual characters","living characters",1,"1994"
"13388","charles grey (earth-616)","public identity","bad characters","blue eyes","blond hair","male characters","heterosexual characters","deceased characters",1,"1994"
"13389","crackdown (hellbent) (earth-616)","secret identity","","","bald","male characters","heterosexual characters","living characters",1,"1994"
"13390","daniel walker (earth-616)","public identity","good characters","","black hair","male characters","heterosexual characters","living characters",1,"1994"
"13391","dantella (earth-616)","no dual identity","neutral characters","","blond hair","female characters","heterosexual characters","living characters",1,"1994"
"13392","darg (earth-616)","public identity","bad characters","red eyes","no hair","male characters","heterosexual characters","living characters",1,"1994"
"13393","daze (fold) (earth-616)","public identity","bad characters","green eyes","black hair","male characters","heterosexual characters","living characters",1,"1994"
"13394","deathcharge (earth-616)","secret identity","bad characters","blue eyes","black hair","male characters","heterosexual characters","living characters",1,"1994"
"13395","doggerel (earth-616)","","bad characters","red eyes","no hair","male characters","heterosexual characters","living characters",1,"1994"
"13396","douglas hutchinson (earth-616)","secret identity","","","brown hair","male characters","heterosexual characters","living characters",1,"1994"
"13397","duntumbla (earth-616)","no dual identity","neutral characters","","brown hair","","heterosexual characters","living characters",1,"1994"
"13398","dymphna (earth-616)","","","","","female characters","heterosexual characters","living characters",1,"1994"
"13399","egon (earth-616)","","","","","male characters","heterosexual characters","deceased characters",1,"1994"
"13400","elijah jackson (earth-616)","public identity","good characters","black eyes","white hair","male characters","heterosexual characters","living characters",1,"1994"
"13401","emeneya nkrumah (earth-616)","","bad characters","","","male characters","heterosexual characters","living characters",1,"1994"
"13402","enos warwick (earth-616)","public identity","","brown eyes","brown hair","male characters","heterosexual characters","living characters",1,"1994"
"13403","enteki ii (snakeroot) (earth-616)","","bad characters","","","male characters","heterosexual characters","living characters",1,"1994"
"13404","equius (earth-616)","secret identity","bad characters","","grey hair","male characters","heterosexual characters","deceased characters",1,"1994"
"13405","eric wagner (earth-616)","public identity","","","","male characters","heterosexual characters","living characters",1,"1994"
"13406","ernest shackleton (earth-616)","public identity","good characters","brown eyes","black hair","male characters","heterosexual characters","living characters",1,"1994"
"13407","ervil allred (earth-616)","public identity","bad characters","","","male characters","heterosexual characters","living characters",1,"1994"
"13408","exile (demon) (earth-616)","secret identity","bad characters","red eyes","","male characters","heterosexual characters","living characters",1,"1994"
"13409","figillulli (earth-616)","no dual identity","neutral characters","","no hair","","heterosexual characters","living characters",1,"1994"
"13410","flashburn (earth-616)","secret identity","bad characters","","","male characters","heterosexual characters","living characters",1,"1994"
"13411","fooferah (earth-616)","public identity","bad characters","","brown hair","male characters","heterosexual characters","living characters",1,"1994"
"13412","foundry (blood) (earth-616)","secret identity","good characters","","white hair","female characters","heterosexual characters","living characters",1,"1994"
"13413","frank cortese (earth-616)","public identity","bad characters","","black hair","male characters","heterosexual characters","living characters",1,"1994"
"13414","gabriel mason (earth-616)","","bad characters","","","male characters","heterosexual characters","living characters",1,"1994"
"13415","gale (institute) (earth-616)","secret identity","bad characters","","black hair","female characters","heterosexual characters","living characters",1,"1994"
"13416","gayle cord-becker (earth-616)","","good characters","blue eyes","brown hair","female characters","heterosexual characters","deceased characters",1,"1994"
"13417","grace lavreaux (earth-616)","secret identity","","","white hair","female characters","heterosexual characters","living characters",1,"1994"
"13418","gregor (phalanx) (earth-616)","","bad characters","","","male characters","heterosexual characters","living characters",1,"1994"
"13419","gzoom (earth-616)","public identity","neutral characters","","no hair","male characters","heterosexual characters","living characters",1,"1994"
"13420","h. schwandt (earth-616)","","bad characters","","","male characters","heterosexual characters","living characters",1,"1994"
"13421","heimdall (earth-941066)","secret identity","good characters","","brown hair","male characters","heterosexual characters","living characters",1,"1994"
"13422","hoarfen (earth-616)","secret identity","bad characters","white eyes","no hair","male characters","heterosexual characters","living characters",1,"1994"
"13423","huyenneyuh (earth-616)","no dual identity","neutral characters","","brown hair","male characters","heterosexual characters","living characters",1,"1994"
"13424","jaime munoz (earth-616)","public identity","","","","male characters","heterosexual characters","living characters",1,"1994"
"13425","janet sorenson (earth-616)","public identity","good characters","black eyes","black hair","female characters","heterosexual characters","living characters",1,"1994"
"13426","janissary (earth-616)","","bad characters","","","male characters","heterosexual characters","living characters",1,"1994"
"13427","jonathan brace (earth-616)","","bad characters","","bald","male characters","heterosexual characters","living characters",1,"1994"
"13428","karrg (earth-616)","secret identity","neutral characters","","no hair","","heterosexual characters","living characters",1,"1994"
"13429","kay glayvor (earth-616)","secret identity","good characters","","blond hair","male characters","heterosexual characters","living characters",1,"1994"
"13430","kenny brown (earth-616)","public identity","","","","male characters","heterosexual characters","living characters",1,"1994"
"13431","kill-o-byte (earth-616)","secret identity","bad characters","","","male characters","heterosexual characters","living characters",1,"1994"
"13432","knut caine (earth-616)","","bad characters","","","male characters","heterosexual characters","living characters",1,"1994"
"13433","lamia (vampire) (earth-616)","secret identity","bad characters","","grey hair","female characters","heterosexual characters","living characters",1,"1994"
"13434","larissa (earth-616)","","bad characters","","","female characters","heterosexual characters","deceased characters",1,"1994"
"13435","lava (earth-616)","secret identity","","","no hair","male characters","heterosexual characters","living characters",1,"1994"
"13436","lawrence mckenzie (earth-616)","public identity","bad characters","blue eyes","black hair","male characters","heterosexual characters","living characters",1,"1994"
"13437","lee gibbons (earth-616)","","bad characters","","red hair","male characters","heterosexual characters","living characters",1,"1994"
"13438","m. camden (earth-616)","","bad characters","","","male characters","heterosexual characters","living characters",1,"1994"
"13439","malakii (earth-616)","public identity","","","black hair","male characters","heterosexual characters","living characters",1,"1994"
"13440","marty delarosa (earth-616)","public identity","good characters","","brown hair","male characters","heterosexual characters","deceased characters",1,"1994"
"13441","matt ballors (earth-616)","public identity","","","black hair","male characters","heterosexual characters","living characters",1,"1994"
"13442","maurice grauline (earth-616)","public identity","bad characters","","brown hair","male characters","heterosexual characters","living characters",1,"1994"
"13443","max belmonde (earth-616)","","good characters","","","male characters","heterosexual characters","living characters",1,"1994"
"13444","meridian (earth-616)","secret identity","good characters","","blond hair","","heterosexual characters","living characters",1,"1994"
"13445","miximixim (earth-616)","public identity","neutral characters","yellow eyes","black hair","","heterosexual characters","living characters",1,"1994"
"13446","nkotha (earth-616)","","","","","male characters","heterosexual characters","deceased characters",1,"1994"
"13447","olik (earth-616)","public identity","bad characters","","brown hair","male characters","heterosexual characters","living characters",1,"1994"
"13448","paragon (a.i.m.) (earth-616)","","","","","male characters","heterosexual characters","living characters",1,"1994"
"13449","paul conklin jr. (earth-616)","","good characters","","","male characters","heterosexual characters","living characters",1,"1994"
"13450","pavane (male) (earth-616)","secret identity","bad characters","","brown hair","male characters","heterosexual characters","living characters",1,"1994"
"13451","peacekeeper (joshua) (earth-616)","secret identity","good characters","","black hair","male characters","heterosexual characters","living characters",1,"1994"
"13452","raphael suarez (earth-616)","","good characters","","brown hair","male characters","heterosexual characters","living characters",1,"1994"
"13453","raving beauty (earth-616)","secret identity","neutral characters","","blond hair","female characters","heterosexual characters","living characters",1,"1994"
"13454","reeva payge (earth-616)","secret identity","bad characters","blue eyes","blond hair","female characters","heterosexual characters","living characters",1,"1994"
"13455","roberto ruiz (earth-616)","","good characters","","black hair","male characters","heterosexual characters","living characters",1,"1994"
"13456","sallen-bei (earth-616)","public identity","","","","male characters","heterosexual characters","living characters",1,"1994"
"13457","siingard (earth-616)","secret identity","bad characters","grey eyes","white hair","male characters","heterosexual characters","living characters",1,"1994"
"13458","silence (death squad) (earth-616)","secret identity","bad characters","","","male characters","heterosexual characters","deceased characters",1,"1994"
"13459","somnambulist (earth-616)","secret identity","bad characters","","red hair","male characters","heterosexual characters","living characters",1,"1994"
"13460","soul slug (earth-616)","secret identity","bad characters","black eyes","no hair","agender characters","heterosexual characters","living characters",1,"1994"
"13461","spike (hellbent) (earth-616)","secret identity","","","green hair","male characters","heterosexual characters","living characters",1,"1994"
"13462","sporr (inhuman) (earth-616)","public identity","good characters","","no hair","male characters","heterosexual characters","living characters",1,"1994"
"13463","startanious (earth-616)","no dual identity","neutral characters","","brown hair","","heterosexual characters","living characters",1,"1994"
"13464","stuart anthony whyte (earth-616)","secret identity","","","","male characters","heterosexual characters","deceased characters",1,"1994"
"13465","stug bar (earth-616)","secret identity","bad characters","","brown hair","male characters","heterosexual characters","living characters",1,"1994"
"13466","taaru (earth-616)","secret identity","bad characters","","bald","male characters","heterosexual characters","living characters",1,"1994"
"13467","terrigene (earth-616)","secret identity","bad characters","blue eyes","black hair","female characters","heterosexual characters","living characters",1,"1994"
"13468","the writer (earth-616)","","","","brown hair","male characters","heterosexual characters","deceased characters",1,"1994"
"13469","tobias (earth-616)","public identity","bad characters","","brown hair","male characters","heterosexual characters","living characters",1,"1994"
"13470","tony reeves (earth-616)","","","","","male characters","heterosexual characters","living characters",1,"1994"
"13471","travis berkeley (earth-616)","no dual identity","good characters","","black hair","male characters","heterosexual characters","living characters",1,"1994"
"13472","travis slaine (earth-616)","secret identity","bad characters","","","male characters","heterosexual characters","living characters",1,"1994"
"13473","trigor (earth-616)","public identity","","","grey hair","male characters","heterosexual characters","living characters",1,"1994"
"13474","troll witch (earth-616)","","bad characters","","black hair","female characters","heterosexual characters","living characters",1,"1994"
"13475","truthsayer (earth-616)","secret identity","good characters","blue eyes","black hair","female characters","heterosexual characters","deceased characters",1,"1994"
"13476","turmoil (avatars) (earth-616)","secret identity","bad characters","blue eyes","no hair","male characters","heterosexual characters","living characters",1,"1994"
"13477","tuurgid (earth-616)","","bad characters","","","male characters","heterosexual characters","living characters",1,"1994"
"13478","uno (parnormal law enforcer) (earth-616)","secret identity","","","blond hair","female characters","heterosexual characters","living characters",1,"1994"
"13479","vickie danner (earth-616)","public identity","","blue eyes","blond hair","female characters","heterosexual characters","living characters",1,"1994"
"13480","vincent cain (earth-616)","","bad characters","","","male characters","heterosexual characters","living characters",1,"1994"
"13481","visog (earth-616)","","","","black hair","male characters","heterosexual characters","deceased characters",1,"1994"
"13482","wanda (children of pavane) (earth-616)","secret identity","bad characters","brown eyes","black hair","female characters","heterosexual characters","living characters",1,"1994"
"13483","warzone (mercenary) (earth-616)","","bad characters","","","male characters","heterosexual characters","living characters",1,"1994"
"13484","webber (institute) (earth-616)","public identity","bad characters","","bald","male characters","heterosexual characters","living characters",1,"1994"
"13485","william walter goodman (earth-616)","no dual identity","","","blond hair","male characters","heterosexual characters","living characters",1,"1994"
"13486","zero enforcement response option (earth-616)","","","","","","heterosexual characters","living characters",1,"1994"
"13487","zuchan (earth-616)","no dual identity","","black eyes","black hair","female characters","heterosexual characters","deceased characters",1,"1994"
"13488","alice springs (earth-616)","no dual identity","neutral characters","blue eyes","blond hair","female characters","heterosexual characters","living characters",1,"1995"
"13489","angel of death (aim android) (earth-616)","secret identity","bad characters","orange eyes","no hair","male characters","heterosexual characters","living characters",1,"1995"
"13490","anthea dupres (earth-616)","no dual identity","","","brown hair","female characters","heterosexual characters","living characters",1,"1995"
"13491","anubia (earth-616)","secret identity","","black eyes","black hair","female characters","heterosexual characters","living characters",1,"1995"
"13492","arimanes (earth-616)","","bad characters","red eyes","no hair","male characters","heterosexual characters","living characters",1,"1995"
"13493","artabazus (earth-616)","","bad characters","","black hair","male characters","heterosexual characters","living characters",1,"1995"
"13494","batal (earth-616)","secret identity","","","black hair","male characters","heterosexual characters","living characters",1,"1995"
"13495","beck (earth-616)","","bad characters","","","male characters","heterosexual characters","living characters",1,"1995"
"13496","bombardier (earth-616)","secret identity","bad characters","","bald","female characters","heterosexual characters","living characters",1,"1995"
"13497","buzzard (earth-616)","secret identity","","","no hair","male characters","heterosexual characters","living characters",1,"1995"
"13498","caiman (cult of the jackal) (earth-616)","secret identity","bad characters","","no hair","male characters","heterosexual characters","living characters",1,"1995"
"13499","candelaria v\u00e9lez (earth-616)","secret identity","good characters","","","female characters","heterosexual characters","living characters",1,"1995"
"13500","carol henderson (earth-616)","","","","","female characters","heterosexual characters","living characters",1,"1995"
"13501","charlie pike (earth-616)","public identity","good characters","","bald","male characters","heterosexual characters","living characters",1,"1995"
"13502","circus pants xvii (earth-616)","secret identity","neutral characters","black eyes","black hair","male characters","heterosexual characters","living characters",1,"1995"
"13503","crushtacean (earth-616)","secret identity","","","no hair","male characters","heterosexual characters","living characters",1,"1995"
"13504","daakor (earth-616)","no dual identity","bad characters","red eyes","black hair","male characters","heterosexual characters","living characters",1,"1995"
"13505","dennis hogan (earth-616)","","","yellow eyes","blond hair","male characters","heterosexual characters","deceased characters",1,"1995"
"13506","earl flatt (earth-616)","secret identity","bad characters","","black hair","male characters","heterosexual characters","living characters",1,"1995"
"13507","el condor (earth-616)","","good characters","","","","heterosexual characters","deceased characters",1,"1995"
"13508","emil stein (earth-616)","","bad characters","","bald","male characters","heterosexual characters","living characters",1,"1995"
"13509","evelyn richards (earth-616)","","neutral characters","","brown hair","female characters","heterosexual characters","deceased characters",1,"1995"
"13510","everett salvo (earth-616)","","good characters","","","male characters","heterosexual characters","living characters",1,"1995"
"13511","faye livingstone (earth-616)","","neutral characters","brown eyes","black hair","female characters","heterosexual characters","deceased characters",1,"1995"
"13512","felicity sharpe (earth-616)","secret identity","bad characters","","bald","female characters","heterosexual characters","living characters",1,"1995"
"13513","flying fox (earth-616)","secret identity","","","grey hair","female characters","heterosexual characters","living characters",1,"1995"
"13514","gantry (earth-616)","","","","","male characters","heterosexual characters","living characters",1,"1995"
"13515","garmund (earth-616)","public identity","bad characters","","bald","male characters","heterosexual characters","living characters",1,"1995"
"13516","grind (earth-616)","secret identity","bad characters","black eyes","black hair","male characters","heterosexual characters","living characters",1,"1995"
"13517","harrier (cult of the jackal) (earth-616)","","bad characters","","","male characters","heterosexual characters","living characters",1,"1995"
"13518","harry pizer (earth-616)","secret identity","","","","male characters","heterosexual characters","deceased characters",1,"1995"
"13519","herlequin (earth-616)","","bad characters","red eyes","no hair","male characters","heterosexual characters","living characters",1,"1995"
"13520","hijiro nguri (earth-616)","public identity","good characters","","black hair","male characters","heterosexual characters","living characters",1,"1995"
"13521","impact (ryu) (earth-616)","","good characters","","red hair","male characters","heterosexual characters","deceased characters",1,"1995"
"13522","jago marrak (earth-616)","secret identity","bad characters","","bald","male characters","heterosexual characters","living characters",1,"1995"
"13523","jenny (earth-616)","public identity","neutral characters","","red hair","female characters","heterosexual characters","living characters",1,"1995"
"13524","jimmy mulligan (earth-616)","","","","brown hair","male characters","heterosexual characters","living characters",1,"1995"
"13525","john dare (earth-616)","public identity","","","","male characters","heterosexual characters","living characters",1,"1995"
"13526","kkon (earth-616)","","","","purple hair","male characters","heterosexual characters","deceased characters",1,"1995"
"13527","komodo (earth-616)","secret identity","","","no hair","male characters","heterosexual characters","living characters",1,"1995"
"13528","krush (inhuman) (earth-616)","public identity","neutral characters","","","male characters","heterosexual characters","living characters",1,"1995"
"13529","lexos (earth-616)","public identity","bad characters","","","male characters","heterosexual characters","living characters",1,"1995"
"13530","lorena haam (earth-616)","secret identity","bad characters","","blond hair","female characters","heterosexual characters","living characters",1,"1995"
"13531","lynch (ryu) (earth-616)","","","","black hair","male characters","heterosexual characters","living characters",1,"1995"
"13532","margie mulligan (earth-616)","","","","","female characters","heterosexual characters","living characters",1,"1995"
"13533","marian (earth-616)","public identity","good characters","blue eyes","","female characters","heterosexual characters","deceased characters",1,"1995"
"13534","masquerade (ryu) (earth-616)","","","","","male characters","heterosexual characters","living characters",1,"1995"
"13535","maston-dar (earth-616)","public identity","","","grey hair","male characters","heterosexual characters","living characters",1,"1995"
"13536","milyann tec hilyiani (earth-616)","public identity","good characters","white eyes","","male characters","heterosexual characters","living characters",1,"1995"
"13537","mister jinx (earth-616)","","","","","male characters","heterosexual characters","living characters",1,"1995"
"13538","mr. edgerton (earth-616)","public identity","neutral characters","","bald","male characters","heterosexual characters","deceased characters",1,"1995"
"13539","mr. powell (earth-616)","public identity","neutral characters","","brown hair","male characters","heterosexual characters","living characters",1,"1995"
"13540","mycroft (earth-616)","secret identity","bad characters","","red hair","male characters","heterosexual characters","living characters",1,"1995"
"13541","mynos (earth-616)","secret identity","bad characters","","","male characters","heterosexual characters","living characters",1,"1995"
"13542","niko (ryu) (earth-616)","","","","blond hair","female characters","heterosexual characters","living characters",1,"1995"
"13543","nishimura (earth-616)","public identity","","","black hair","male characters","heterosexual characters","living characters",1,"1995"
"13544","orbit (earth-616)","","","","blue hair","female characters","heterosexual characters","living characters",1,"1995"
"13545","paibok (earth-9510)","secret identity","bad characters","green eyes","no hair","male characters","heterosexual characters","living characters",1,"1995"
"13546","persephone (spinsterhood) (earth-616)","secret identity","good characters","white eyes","blond hair","female characters","heterosexual characters","living characters",1,"1995"
"13547","piranis (earth-616)","secret identity","","","no hair","male characters","heterosexual characters","living characters",1,"1995"
"13548","postmortem (earth-616)","secret identity","bad characters","white eyes","bald","male characters","heterosexual characters","living characters",1,"1995"
"13549","reban (earth-616)","","","","blond hair","male characters","heterosexual characters","deceased characters",1,"1995"
"13550","reverb (earth-616)","secret identity","bad characters","","","male characters","heterosexual characters","deceased characters",1,"1995"
"13551","running fish (earth-616)","public identity","good characters","","black hair","male characters","heterosexual characters","living characters",1,"1995"
"13552","satellite (earth-616)","","","","","male characters","heterosexual characters","living characters",1,"1995"
"13553","scarlet mage (earth-616)","secret identity","","","white hair","male characters","heterosexual characters","living characters",1,"1995"
"13554","screed (earth-616)","secret identity","bad characters","","","","heterosexual characters","living characters",1,"1995"
"13555","seven (eugenix) (earth-616)","","bad characters","","","male characters","heterosexual characters","living characters",1,"1995"
"13556","solemne brannex (earth-616)","public identity","neutral characters","brown eyes","brown hair","female characters","heterosexual characters","living characters",1,"1995"
"13557","spinneret (earth-616)","secret identity","","black eyes","grey hair","","heterosexual characters","living characters",1,"1995"
"13558","sylk (earth-616)","public identity","neutral characters","","red hair","female characters","heterosexual characters","living characters",1,"1995"
"13559","target (ryu) (earth-616)","","","","","male characters","heterosexual characters","living characters",1,"1995"
"13560","tarnok-kol (earth-616)","public identity","","","blond hair","male characters","heterosexual characters","living characters",1,"1995"
"13561","thernon (earth-616)","public identity","neutral characters","","","female characters","heterosexual characters","living characters",1,"1995"
"13562","tom jeffers (earth-616)","public identity","good characters","","","male characters","heterosexual characters","living characters",1,"1995"
"13563","tom tojumi (earth-616)","public identity","","","black hair","male characters","heterosexual characters","living characters",1,"1995"
"13564","trudy kockenlocker (earth-616)","public identity","good characters","","white hair","female characters","heterosexual characters","living characters",1,"1995"
"13565","vacuum (earth-616)","","","","","male characters","heterosexual characters","living characters",1,"1995"
"13566","whitten (criminal) (earth-616)","","","","","male characters","heterosexual characters","living characters",1,"1995"
"13567","wolcott farris (earth-616)","secret identity","bad characters","","brown hair","male characters","heterosexual characters","living characters",1,"1995"
"13568","wolfen (earth-616)","secret identity","bad characters","","no hair","male characters","heterosexual characters","living characters",1,"1995"
"13569","woodrow mencken (earth-616)","secret identity","bad characters","","bald","male characters","heterosexual characters","living characters",1,"1995"
"13570","woodrow truesmith (earth-616)","no dual identity","good characters","blue eyes","red hair","male characters","heterosexual characters","living characters",1,"1995"
"13571","zona rosa (earth-616)","secret identity","good characters","","","female characters","heterosexual characters","living characters",1,"1995"
"13572","angel (wolf) (earth-616)","","","","","","heterosexual characters","living characters",1,"1996"
"13573","azimuth (earth-616)","","good characters","","blond hair","female characters","heterosexual characters","living characters",1,"1996"
"13574","balb (earth-616)","no dual identity","good characters","","bald","male characters","heterosexual characters","deceased characters",1,"1996"
"13575","bav-tek (earth-616)","no dual identity","good characters","blue eyes","bald","male characters","heterosexual characters","living characters",1,"1996"
"13576","bridgit shane (earth-616)","public identity","good characters","green eyes","red hair","female characters","heterosexual characters","living characters",1,"1996"
"13577","bumpkin (earth-616)","secret identity","good characters","","bald","male characters","heterosexual characters","living characters",1,"1996"
"13578","butch mcguinness","","bad characters","","black hair","male characters","heterosexual characters","living characters",1,"1996"
"13579","choam (earth-616)","secret identity","bad characters","","blond hair","male characters","heterosexual characters","living characters",1,"1996"
"13580","conrad strathdee (earth-616)","secret identity","","","black hair","male characters","heterosexual characters","living characters",1,"1996"
"13581","cortellia (earth-616)","","","","","female characters","heterosexual characters","living characters",1,"1996"
"13582","count of monte cristo (earth-616)","secret identity","bad characters","","black hair","male characters","heterosexual characters","living characters",1,"1996"
"13583","dampyre (earth-616)","public identity","","","brown hair","male characters","heterosexual characters","living characters",1,"1996"
"13584","darcia (earth-616)","public identity","good characters","","black hair","female characters","heterosexual characters","living characters",1,"1996"
"13585","dirge (warwear user) (earth-616)","","bad characters","","","male characters","heterosexual characters","deceased characters",1,"1996"
"13586","doctor mundt (earth-616)","","","","","male characters","heterosexual characters","living characters",1,"1996"
"13587","ekak (earth-616)","","bad characters","","","male characters","heterosexual characters","living characters",1,"1996"
"13588","empress brood (earth-616)","","bad characters","","","female characters","heterosexual characters","living characters",1,"1996"
"13589","esh-uta (earth-616)","","good characters","","","","heterosexual characters","living characters",1,"1996"
"13590","esteban morales (earth-616)","","neutral characters","","black hair","male characters","heterosexual characters","deceased characters",1,"1996"
"13591","estelle geis (earth-616)","secret identity","good characters","blue eyes","blond hair","female characters","heterosexual characters","living characters",1,"1996"
"13592","f. tieri (earth-616)","","","","","male characters","heterosexual characters","living characters",1,"1996"
"13593","gaark (earth-616)","","bad characters","","","male characters","heterosexual characters","living characters",1,"1996"
"13594","gina morris (earth-616)","","bad characters","green eyes","black hair","female characters","heterosexual characters","living characters",1,"1996"
"13595","hav-rogg (earth-616)","public identity","good characters","red eyes","red hair","male characters","heterosexual characters","living characters",1,"1996"
"13596","helkooky (earth-616)","public identity","neutral characters","green eyes","no hair","male characters","heterosexual characters","living characters",1,"1996"
"13597","henry adams (earth-616)","public identity","neutral characters","","","male characters","heterosexual characters","living characters",1,"1996"
"13598","hognir (earth-616)","","good characters","","grey hair","male characters","heterosexual characters","living characters",1,"1996"
"13599","imogen (earth-616)","","bad characters","","brown hair","female characters","heterosexual characters","living characters",1,"1996"
"13600","iron monk (earth-616)","secret identity","bad characters","","","male characters","heterosexual characters","deceased characters",1,"1996"
"13601","john nash (earth-616)","public identity","bad characters","","blond hair","male characters","heterosexual characters","living characters",1,"1996"
"13602","jonathan gatesworth (earth-616)","","bad characters","","","male characters","heterosexual characters","living characters",1,"1996"
"13603","lorna nichols (earth-616)","public identity","good characters","white eyes","blond hair","female characters","heterosexual characters","living characters",1,"1996"
"13604","marco san antonio (earth-616)","secret identity","good characters","","brown hair","male characters","heterosexual characters","living characters",1,"1996"
"13605","marjorie marko (earth-616)","public identity","","","","female characters","heterosexual characters","deceased characters",1,"1996"
"13606","michael black (earth-616)","secret identity","bad characters","","","male characters","heterosexual characters","living characters",1,"1996"
"13607","midwife (earth-616)","secret identity","bad characters","","red hair","female characters","heterosexual characters","living characters",1,"1996"
"13608","miriam birchwood (earth-616)","","neutral characters","blue eyes","blond hair","female characters","heterosexual characters","living characters",1,"1996"
"13609","mosh (earth-616)","secret identity","","black eyes","blond hair","male characters","heterosexual characters","living characters",1,"1996"
"13610","mother of pearl (earth-616)","secret identity","bad characters","","","female characters","heterosexual characters","living characters",1,"1996"
"13611","nicholas rutledge (earth-616)","public identity","neutral characters","black eyes","black hair","male characters","heterosexual characters","living characters",1,"1996"
"13612","nina mccabe (earth-616)","secret identity","bad characters","","blond hair","female characters","heterosexual characters","living characters",1,"1996"
"13613","nohm (earth-616)","","neutral characters","","","","heterosexual characters","living characters",1,"1996"
"13614","pania panapa (earth-616)","secret identity","bad characters","","","female characters","heterosexual characters","living characters",1,"1996"
"13615","pierce (earth-616)","secret identity","","brown eyes","bald","male characters","heterosexual characters","living characters",1,"1996"
